product_id,product_name,category,subcategory,brand,unit_cost,standard_price,supplier_id,launch_date
P00999,Accessories Product 0999,Accessories,Personal Accessories,Prime,2190.63,2631.05,S0110,2025-10-30
P01000,Furniture Product 1000,Furniture,Desks,TechOne,332.92,458.52,S0195,2022-02-10
P01001,Electronics Product 1001,Electronics,Laptops,ValueMax,520.66,718.44,S0283,2021-03-05
P01002,Office Supplies Product 1002,Office Supplies,Stationery,Prime,542.68,1091.42,S0072,2024-09-22
P01003,Electronics Product 1003,Electronics,Audio,ValueMax,368.57,552.62,S0209,2024-04-08
P01004,Electronics Product 1004,Electronics,Audio,Apex,1562.31,1979.38,S0264,2022-04-21
P01005,Clothing Product 1005,Clothing,Footwear,Prime,1134.26,1714.69,S0190,2025-05-04
P01006,Office Supplies Product 1006,Office Supplies,Printing,Nova,208.61,404.14,S0129,2021-10-24
P01007,Accessories Product 1007,Accessories,Watches,Apex,3546.39,3971.48,S0071,2022-04-04
P01008,Furniture Product 1008,Furniture,Home Office,HomePro,1082.36,1329.27,S0087,2021-10-09
P01009,Clothing Product 1009,Clothing,Kids,ValueMax,160.49,212.94,S0016,2021-12-06
P01010,Office Supplies Product 1010,Office Supplies,Paper,HomePro,879.7,1139.94,S0046,2024-08-23
P01011,Clothing Product 1011,Clothing,Footwear,Nova,1213.36,1589.67,S0132,2024-07-07
P01012,Clothing Product 1012,Clothing,Men,Apex,2731.32,3174.39,S0043,2024-03-19
P01013,Office Supplies Product 1013,Office Supplies,Writing,HomePro,504.87,856.28,S0004,2025-04-20
P01014,Accessories Product 1014,Accessories,Travel,Prime,2395.5,2746.31,S0208,2021-05-08
P01015,Furniture Product 1015,Furniture,Storage,Prime,1085.25,1446.96,S0022,2024-02-07
P01016,Electronics Product 1016,,Accessories,TechOne,201.48,322.15,S0043,2021-07-29
P01017,Clothing Product 1017,Clothing,Men,Apex,213.65,291.46,S0179,2025-10-11
P01018,Home Appliances Product 1018,Home Appliances,Cooling,HomePro,3052.82,3687.25,S0277,2024-03-02
P01019,Electronics Product 1019,Electronics,Accessories,Prime,3431.94,3968.17,S0218,2024-10-18
P01020,Office Supplies Product 1020,Office Supplies,Writing,Urbanix,1248.0,1657.37,S0010,2023-11-09
P01021,Accessories Product 1021,Accessories,Travel,Apex,4314.53,5354.99,S0051,2022-12-02
P01022,Home Appliances Product 1022,Home Appliances,Cleaning,ValueMax,2449.06,3451.92,S0223,2024-06-05
P01023,Accessories Product 1023,Accessories,Personal Accessories,Apex,2068.56,2377.26,S0220,2025-03-06
P01024,Office Supplies Product 1024,Office Supplies,Paper,HomePro,312.93,482.4,S0118,2021-11-21
P01025,Clothing Product 1025,Clothing,Footwear,Nova,4869.95,6778.46,S0285,2025-05-11
P01026,Furniture Product 1026,Furniture,Chairs,ValueMax,1458.73,2051.61,S0267,2024-08-19
P01027,Accessories Product 1027,Accessories,Watches,Vertex,478.01,815.86,S0223,2021-06-06
P01028,Furniture Product 1028,Furniture,Chairs,ValueMax,475.96,615.11,S0225,2025-09-05
P01029,Clothing Product 1029,Clothing,Kids,Prime,1245.06,1551.32,S0236,2021-11-25
P01030,Office Supplies Product 1030,Office Supplies,Stationery,ValueMax,177.09,225.66,S0045,2024-01-02
P01031,Clothing Product 1031,Clothing,Women,ValueMax,1809.98,2415.71,S0211,2021-08-25
P01032,Clothing Product 1032,Clothing,Footwear,TechOne,341.79,462.44,S0282,2021-12-24
P01033,Office Supplies Product 1033,Office Supplies,Paper,ValueMax,1413.39,1738.34,S0068,2024-03-19
P01034,Accessories Product 1034,Accessories,Bags,Apex,664.06,712.27,S0005,2024-05-25
P01035,Office Supplies Product 1035,Office Supplies,Stationery,TechOne,724.13,921.18,S0109,2024-06-07
P01036,Clothing Product 1036,Clothing,Men,Vertex,390.69,562.94,S0081,2022-09-19
P01037,Furniture Product 1037,Furniture,Home Office,Nova,731.65,1021.32,S0285,2025-02-05
P01038,Office Supplies Product 1038,office supplies,Writing,Apex,4842.73,7938.32,S0134,2021-03-31
P01039,Office Supplies Product 1039,Office Supplies,Printing,TechOne,2562.2,4794.08,S0199,2025-04-09
P01040,Electronics Product 1040,Electronics,Laptops,TechOne,1118.8,1710.53,S0295,2022-07-06
P01041,Electronics Product 1041,Electronics,Mobiles,Apex,692.36,1170.03,S0237,2024-02-07
P01042,Clothing Product 1042,Clothing,Men,Apex,1823.65,2791.34,S0225,2025-07-11
P01043,Clothing Product 1043,Clothing,Women,Apex,2076.54,3714.68,S0291,2022-04-12
P01044,Clothing Product 1044,Clothing,Kids,TechOne,285.18,523.35,S0207,2023-01-21
P01045,Electronics Product 1045,Electronics,Accessories,TechOne,705.09,1110.58,S0070,2025-02-20
P01046,Furniture Product 1046,Furniture,Desks,Nova,127.95,194.05,S0219,2025-04-28
P01047,Electronics Product 1047,Electronics,Accessories,Apex,2768.87,3689.25,S0097,2022-03-06
P01048,Home Appliances Product 1048,Home Appliances,Cooling,Prime,6946.81,9462.59,S0100,2023-07-18
P01049,Home Appliances Product 1049,Home Appliances,Cleaning,TechOne,992.96,1300.05,S0194,2022-09-01
P01050,Furniture Product 1050,Furniture,Home Office,Apex,95.72,143.32,S0095,2023-08-02
P01051,Clothing Product 1051,Clothing,Women,ValueMax,1769.34,2206.07,S0008,2022-11-23
P01052,Electronics Product 1052,Electronics,Laptops,Prime,363.99,485.89,S0300,2021-01-10
P01053,Furniture Product 1053,Furniture,Home Office,HomePro,593.42,618.15,S0172,2025-08-15
P01054,Electronics Product 1054,Electronics,Accessories,Nova,1252.26,2245.43,S0202,2024-03-08
P01055,Furniture Product 1055,Furniture,Chairs,ValueMax,1164.06,1547.86,S0243,2023-04-23
P01056,Clothing Product 1056,Clothing,Footwear,Vertex,504.12,736.54,S0191,2021-07-16
P01057,Accessories Product 1057,Accessories,Travel,Prime,366.13,626.7,S0184,2021-05-11
P01058,Electronics Product 1058,Electronics,Accessories,TechOne,952.6,1360.92,S0238,2023-05-24
P01059,Office Supplies Product 1059,Office Supplies,Paper,ValueMax,466.58,796.81,S0089,2024-03-30
P01060,Clothing Product 1060,Clothing,Kids,Prime,338.06,395.77,S0249,2022-04-21
P01061,Accessories Product 1061,Accessories,Personal Accessories,Prime,421.87,860.5,S0218,2024-09-20
P01062,Clothing Product 1062,Clothing,Kids,Nova,1047.03,1685.25,S0055,2022-12-18
P01063,Furniture Product 1063,Furniture,Storage,ValueMax,712.08,1004.23,S0044,2023-09-08
P01064,Clothing Product 1064,Clothing,Kids,Nova,171.52,291.95,S0264,2021-11-27
P01065,Furniture Product 1065,Furniture,Storage,Nova,2732.37,3226.46,S0269,2021-01-27
P01066,Accessories Product 1066,Accessories,Personal Accessories,Prime,75.89,100.0,S0299,2021-08-26
P01067,Office Supplies Product 1067,Office Supplies,Writing,Nova,449.69,767.94,S0031,2022-06-04
P01068,Clothing Product 1068,Clothing,Men,Vertex,591.65,645.41,S0269,2023-07-29
P01069,Electronics Product 1069,Electronics,Laptops,HomePro,937.92,1391.66,S0260,2025-12-12
P01070,Office Supplies Product 1070,Office Supplies,Printing,HomePro,1424.15,2104.3,S0231,2022-02-03
P01071,Home Appliances Product 1071,Home Appliances,Small Appliances,Urbanix,1973.87,3702.79,S0150,2021-04-15
P01072,Clothing Product 1072,Clothing,Kids,TechOne,522.82,588.56,S0153,2021-12-16
P01073,Office Supplies Product 1073,Office Supplies,Stationery,Apex,1227.64,2157.4,S0129,2022-08-06
P01074,Accessories Product 1074,Accessories,Travel,Vertex,1147.14,1459.57,S0009,2022-01-10
P01075,Home Appliances Product 1075,Home Appliances,Kitchen,HomePro,167.89,216.71,S0151,2022-08-10
P01076,Furniture Product 1076,,Desks,Apex,6840.96,8027.41,S0072,2025-11-04
P01077,Office Supplies Product 1077,Office Supplies,Paper,TechOne,238.77,284.66,S0061,2022-11-24
P01078,Office Supplies Product 1078,Office Supplies,Stationery,Vertex,1258.91,1825.44,S0017,2024-03-04
P01079,Clothing Product 1079,Clothing,Footwear,Vertex,1490.93,1772.31,S0138,2024-06-03
P01080,Furniture Product 1080,Furniture,Storage,Urbanix,1036.99,1580.84,S0015,2021-08-26
P01081,Furniture Product 1081,Furniture,Desks,Urbanix,582.72,731.79,S0255,2022-03-29
P01082,Accessories Product 1082,Accessories,Personal Accessories,ValueMax,2336.34,2744.43,S0267,2023-01-29
P01083,Accessories Product 1083,Accessories,Bags,HomePro,300.0,252.07,S0241,2023-04-20
P01084,Home Appliances Product 1084,Home Appliances,Cleaning,Apex,782.36,1123.55,S0091,2021-01-25
P01085,Accessories Product 1085,Accessories,Personal Accessories,Apex,517.38,682.8,S0049,2024-03-22
P01086,Home Appliances Product 1086,Home Appliances,Cleaning,ValueMax,442.92,609.59,S0152,2022-07-03
P01087,Home Appliances Product 1087,Home Appliances,Small Appliances,Prime,1216.68,1842.4,S0203,2022-08-12
P01088,Home Appliances Product 1088,Home Appliances,Kitchen,Vertex,2191.52,3524.72,S0007,2024-01-06
P01089,Office Supplies Product 1089,Office Supplies,Stationery,Vertex,647.89,851.35,S0258,2025-09-28
P01090,Office Supplies Product 1090,Office Supplies,Writing,Urbanix,2185.81,2619.55,S0132,2025-04-28
P01091,Furniture Product 1091,Furniture,Home Office,HomePro,911.08,1261.2,S0246,2025-11-23
P01092,Clothing Product 1092,Clothing,Women,Prime,335.62,491.44,S0024,2023-01-25
P01093,Furniture Product 1093,Furniture,Chairs,Prime,812.26,927.16,S0128,2021-08-07
P01094,Furniture Product 1094,Furniture,Home Office,Prime,728.51,889.44,S0138,2022-01-30
P01095,Clothing Product 1095,Clothing,Women,ValueMax,479.47,597.9,S0015,2022-09-20
P01096,Office Supplies Product 1096,Office Supplies,Stationery,ValueMax,1382.87,1841.91,S0213,2022-07-02
P01097,Electronics Product 1097,Electronics,Audio,Vertex,1223.14,1517.35,S0280,2022-01-15
P01098,Home Appliances Product 1098,Home Appliances,Cleaning,Nova,161.23,244.55,S0163,2021-10-03
P01099,Home Appliances Product 1099,Home Appliances,Small Appliances,Vertex,204.92,230.11,S0119,2021-12-07
P01100,Electronics Product 1100,Electronics,Mobiles,TechOne,1629.37,1834.93,S0191,2024-04-16
P01101,Electronics Product 1101,Electronics,Audio,Prime,405.37,531.02,S0109,2023-06-16
P01102,Furniture Product 1102,Furniture,Storage,TechOne,1213.4,1623.14,S0108,2021-03-10
P01103,Home Appliances Product 1103,home appliances,Kitchen,HomePro,2293.9,2620.21,S0228,2023-10-26
P01104,Home Appliances Product 1104,Home Appliances,Cleaning,Apex,266.2,336.68,S0178,2025-03-18
P01105,Electronics Product 1105,Electronics,Laptops,Urbanix,225.27,292.52,S0080,2023-02-16
P01106,Home Appliances Product 1106,Home Appliances,Cooling,Urbanix,4925.95,6402.91,S0123,2022-08-05
P01107,Electronics Product 1107,Electronics,Accessories,Vertex,1219.15,1705.56,S0251,2022-05-13
P01108,Office Supplies Product 1108,Office Supplies,Printing,Apex,628.22,789.06,S0159,2022-11-24
P01109,Accessories Product 1109,Accessories,Watches,Urbanix,274.57,471.6,S0023,2022-05-24
P01110,Electronics Product 1110,Electronics,Mobiles,Urbanix,490.64,720.28,S0258,2025-08-14
P01111,Electronics Product 1111,Electronics,Audio,Nova,295.8,364.86,S0223,2025-12-16
P01112,Office Supplies Product 1112,Office Supplies,Writing,TechOne,2091.73,2902.97,S0081,2022-09-19
P01113,Clothing Product 1113,Clothing,Footwear,ValueMax,396.03,551.88,S0290,2025-08-13
P01114,Accessories Product 1114,Accessories,Bags,Prime,2179.61,3581.77,S0286,2025-04-07
P01115,Accessories Product 1115,Accessories,Bags,Apex,635.1,803.88,S0299,2021-05-19
P01116,Electronics Product 1116,,Mobiles,ValueMax,276.16,422.73,S0114,2023-06-15
P01117,Electronics Product 1117,Electronics,Mobiles,Apex,568.68,783.5,S0278,2024-04-13
P01118,Home Appliances Product 1118,Home Appliances,Cleaning,Apex,58.08,100.0,S0242,2023-02-10
P01119,Furniture Product 1119,Furniture,Home Office,Prime,639.06,1063.49,S0262,2023-04-14
P01120,Accessories Product 1120,Accessories,Bags,Apex,719.02,1012.28,S0165,2023-06-21
P01121,Clothing Product 1121,Clothing,Footwear,Apex,2070.21,2737.55,S0084,2024-06-11
P01122,Electronics Product 1122,Electronics,Audio,HomePro,123.61,181.96,S0069,2022-06-21
P01123,Home Appliances Product 1123,Home Appliances,Cooling,Apex,2868.8,3835.07,S0290,2023-12-26
P01124,Electronics Product 1124,Electronics,Audio,Apex,1532.06,2726.23,S0151,2022-03-21
P01125,Office Supplies Product 1125,Office Supplies,Stationery,Nova,3030.86,4196.98,S0279,2025-06-11
P01126,Office Supplies Product 1126,Office Supplies,Writing,ValueMax,877.19,1138.37,S0167,2021-06-04
P01127,Office Supplies Product 1127,Office Supplies,Stationery,ValueMax,2566.56,3307.59,S0161,2021-05-03
P01128,Clothing Product 1128,Clothing,Kids,Vertex,234.59,275.57,S0022,2021-03-10
P01129,Clothing Product 1129,Clothing,Kids,Urbanix,1650.96,2448.24,S0121,2022-10-01
P01130,Accessories Product 1130,Accessories,Personal Accessories,ValueMax,450.64,554.97,S0167,2024-01-12
P01131,Accessories Product 1131,Accessories,Watches,Urbanix,142.73,230.14,S0033,2025-12-04
P01132,Office Supplies Product 1132,Office Supplies,Paper,TechOne,335.06,389.92,S0049,2023-04-10
P01133,Electronics Product 1133,Electronics,Mobiles,TechOne,865.51,1206.66,S0178,2021-11-29
P01134,Clothing Product 1134,Clothing,Men,TechOne,323.63,526.25,S0075,2022-11-04
P01135,Accessories Product 1135,Accessories,Personal Accessories,Nova,1652.13,1747.87,S0211,2021-08-21
P01136,Furniture Product 1136,Furniture,Chairs,Prime,103.91,196.73,S0139,2023-05-12
P01137,Office Supplies Product 1137,Office Supplies,Paper,Apex,110.49,143.02,S0122,2024-08-23
P01138,Office Supplies Product 1138,Office Supplies,Writing,TechOne,3388.82,4733.71,S0036,2021-03-06
P01139,Electronics Product 1139,Electronics,Laptops,Vertex,1993.51,2962.76,S0122,2024-11-19
P01140,Clothing Product 1140,Clothing,Footwear,Urbanix,276.25,420.22,S0163,2022-02-22
P01141,Furniture Product 1141,Furniture,Desks,Vertex,840.61,1196.41,S0172,2024-05-11
P01142,Home Appliances Product 1142,Home Appliances,Kitchen,TechOne,2096.37,3326.19,S0082,2025-01-28
P01143,Home Appliances Product 1143,Home Appliances,Cooling,ValueMax,1237.45,1824.89,S0009,2024-11-17
P01144,Home Appliances Product 1144,Home Appliances,Cooling,Vertex,770.9,1391.73,S0281,2024-05-07
P01145,Office Supplies Product 1145,Office Supplies,Writing,Vertex,2431.54,3587.57,S0288,2024-06-20
P01146,Furniture Product 1146,Furniture,Home Office,Urbanix,308.32,577.88,S0272,2021-12-09
P01147,Home Appliances Product 1147,Home Appliances,Cleaning,ValueMax,792.19,1238.0,S0087,2021-09-05
P01148,Home Appliances Product 1148,Home Appliances,Small Appliances,Prime,1073.36,1178.77,S0181,2022-11-27
P01149,Office Supplies Product 1149,Office Supplies,Paper,Urbanix,428.34,913.53,S0043,2024-01-16
P01150,Accessories Product 1150,Accessories,Personal Accessories,Urbanix,639.89,812.63,S0272,2024-02-03
P01151,Electronics Product 1151,Electronics,Laptops,Apex,749.19,1290.71,S0002,2024-11-18
P01152,Home Appliances Product 1152,Home Appliances,Cooling,Prime,903.34,1242.01,S0142,2022-07-18
P01153,Electronics Product 1153,Electronics,Mobiles,Vertex,262.4,420.59,S0258,2025-04-29
P01154,Electronics Product 1154,Electronics,Audio,TechOne,2137.28,2675.45,S0218,2023-03-31
P01155,Office Supplies Product 1155,Office Supplies,Printing,Prime,301.68,452.0,S0259,2022-03-26
P01156,Electronics Product 1156,Electronics,Accessories,Urbanix,728.68,964.73,S0149,2024-09-04
P01157,Electronics Product 1157,Electronics,Accessories,HomePro,510.99,893.19,S0029,2021-08-21
P01158,Electronics Product 1158,Electronics,Laptops,HomePro,1177.91,1716.74,S0003,2023-01-10
P01159,Office Supplies Product 1159,Office Supplies,Stationery,Vertex,91.75,144.17,S0046,2024-11-26
P01160,Home Appliances Product 1160,Home Appliances,Small Appliances,Nova,2768.07,2924.82,S0018,2024-11-08
P01161,Electronics Product 1161,Electronics,Mobiles,Nova,450.35,609.77,S0135,2022-04-14
P01162,Clothing Product 1162,Clothing,Men,TechOne,2800.2,4064.48,S0016,2021-10-31
P01163,Home Appliances Product 1163,Home Appliances,Cleaning,HomePro,526.41,743.9,S0056,2021-02-28
P01164,Electronics Product 1164,Electronics,Accessories,TechOne,724.4,1142.8,S0126,2021-06-13
P01165,Electronics Product 1165,Electronics,Mobiles,HomePro,6235.79,8134.45,S0221,2025-02-15
P01166,Home Appliances Product 1166,Home Appliances,Kitchen,Prime,659.4,909.36,S0203,2024-12-01
P01167,Home Appliances Product 1167,Home Appliances,Cooling,Apex,2534.38,4141.97,S0018,2023-07-13
P01168,Office Supplies Product 1168,Office Supplies,Stationery,HomePro,1195.21,1247.78,S0271,2023-11-07
P01169,Home Appliances Product 1169,Home Appliances,Cleaning,Prime,1220.0,1818.01,S0165,2022-08-20
P01170,Electronics Product 1170,Electronics,Laptops,ValueMax,982.45,1286.96,S0105,2021-12-17
P01171,Office Supplies Product 1171,Office Supplies,Writing,ValueMax,2300.72,2801.55,S0115,2021-01-21
P01172,Clothing Product 1172,Clothing,Women,TechOne,421.0,604.59,S0255,2024-05-11
P01173,Furniture Product 1173,Furniture,Home Office,ValueMax,272.38,448.55,S0140,2021-03-06
P01174,Home Appliances Product 1174,Home Appliances,Cleaning,Prime,396.72,633.65,S0074,2021-07-11
P01175,Office Supplies Product 1175,Office Supplies,Stationery,Nova,985.76,1325.82,S0128,2024-12-17
P01176,Home Appliances Product 1176,Home Appliances,Kitchen,Prime,618.16,962.23,S0021,2023-11-30
P01177,Office Supplies Product 1177,Office Supplies,Stationery,HomePro,1570.33,2441.46,S0046,2023-06-13
P01178,Furniture Product 1178,Furniture,Desks,TechOne,3268.2,4424.04,S0095,2022-02-03
P01179,Electronics Product 1179,Electronics,Laptops,Prime,361.49,452.25,S0067,2021-10-01
P01180,Electronics Product 1180,Electronics,Mobiles,Urbanix,457.08,576.01,S0105,2023-05-02
P01181,Home Appliances Product 1181,Home Appliances,Small Appliances,Prime,184.42,285.38,S0020,2022-10-17
P01182,Electronics Product 1182,Electronics,Accessories,TechOne,6710.95,9140.31,S0184,2023-09-02
P01183,Electronics Product 1183,Electronics,Audio,Nova,1358.27,1627.41,S0035,2021-10-29
P01184,Electronics Product 1184,Electronics,Accessories,Urbanix,1742.08,1938.91,S0066,2022-02-27
P01185,Electronics Product 1185,Electronics,Accessories,Vertex,203.2,314.15,S0294,2021-07-26
P01186,Home Appliances Product 1186,Home Appliances,Cooling,TechOne,940.51,1198.6,S0002,2023-02-14
P01187,Office Supplies Product 1187,Office Supplies,Printing,Prime,1391.73,1996.85,S0084,2022-05-20
P01188,Accessories Product 1188,Accessories,Bags,Nova,564.81,931.99,S0151,2022-02-12
P01189,Electronics Product 1189,Electronics,Accessories,Urbanix,3029.02,3518.47,S0093,2023-09-30
P01190,Clothing Product 1190,Clothing,Women,Nova,8896.04,12111.47,S0097,2023-06-27
P01191,Office Supplies Product 1191,Office Supplies,Writing,Prime,347.72,465.45,S0039,2022-01-19
P01192,Office Supplies Product 1192,Office Supplies,Printing,ValueMax,298.82,431.81,S0128,2024-06-29
P01193,Home Appliances Product 1193,Home Appliances,Cleaning,Apex,302.35,498.86,S0227,2022-09-20
P01194,Accessories Product 1194,Accessories,Bags,TechOne,5160.93,5980.6,S0177,2022-09-15
P01195,Home Appliances Product 1195,Home Appliances,Cleaning,HomePro,2290.33,3403.07,S0278,2023-05-23
P01196,Electronics Product 1196,Electronics,Mobiles,ValueMax,656.88,1047.91,S0210,2021-09-11
P01197,Furniture Product 1197,Furniture,Home Office,Urbanix,931.81,1244.68,S0237,2023-02-06
P01198,Clothing Product 1198,Clothing,Footwear,ValueMax,394.45,530.35,S0130,2023-11-29
P01199,Furniture Product 1199,Furniture,Storage,Vertex,2010.95,2922.23,S0184,2021-08-23
P01200,Clothing Product 1200,Clothing,Footwear,Prime,570.82,820.71,S0174,2023-10-28
P01201,Clothing Product 1201,Clothing,Women,HomePro,621.51,925.19,S0244,2021-03-12
P01202,Office Supplies Product 1202,Office Supplies,Paper,Urbanix,1486.46,2205.85,S0151,2024-01-07
P01203,Home Appliances Product 1203,Home Appliances,Small Appliances,Urbanix,823.51,994.34,S0122,2021-03-06
P01204,Clothing Product 1204,Clothing,Kids,Vertex,598.62,948.72,S0022,2021-11-16
P01205,Electronics Product 1205,Electronics,Audio,Nova,743.81,1212.76,S0258,2022-10-02
P01206,Electronics Product 1206,Electronics,Mobiles,Apex,1891.07,2658.27,S0131,2024-01-27
P01207,Clothing Product 1207,Clothing,Kids,ValueMax,5475.68,6226.5,S0240,2024-08-04
P01208,Office Supplies Product 1208,Office Supplies,Printing,Vertex,1597.91,2155.04,S0204,2023-05-06
P01209,Furniture Product 1209,Furniture,Desks,Prime,1903.95,2679.51,S0001,2021-08-28
P01210,Office Supplies Product 1210,Office Supplies,Stationery,ValueMax,829.78,982.62,S0196,2022-12-09
P01211,Home Appliances Product 1211,Home Appliances,Kitchen,TechOne,452.92,591.27,S0147,2024-12-07
P01212,Home Appliances Product 1212,Home Appliances,Kitchen,Nova,2009.97,2307.83,S0072,2021-06-14
P01213,Clothing Product 1213,Clothing,Women,Apex,953.13,1424.13,S0080,2024-07-30
P01214,Office Supplies Product 1214,Office Supplies,Writing,Vertex,206.39,289.3,S0192,2022-12-06
P01215,Furniture Product 1215,Furniture,Home Office,Vertex,773.26,864.38,S0026,2021-01-08
P01216,Office Supplies Product 1216,Office Supplies,Stationery,Vertex,767.49,1104.54,S0182,2024-06-21
P01217,Furniture Product 1217,Furniture,Home Office,Apex,529.86,720.26,S0254,2021-02-18
P01218,Clothing Product 1218,Clothing,Kids,Vertex,3582.2,5280.69,S0027,2022-11-06
P01219,Clothing Product 1219,Clothing,Men,Urbanix,1491.37,1938.98,S0003,2021-12-22
P01220,Electronics Product 1220,Electronics,Mobiles,Vertex,3838.03,4737.44,S0019,2023-12-02
P01221,Electronics Product 1221,Electronics,Mobiles,Urbanix,1260.39,1561.66,S0220,2021-04-13
P01222,Electronics Product 1222,Electronics,Accessories,HomePro,1020.33,1301.75,S0255,2021-06-16
P01223,Accessories Product 1223,Accessories,Travel,Prime,342.47,470.35,S0297,2023-08-28
P01224,Clothing Product 1224,Clothing,Footwear,Urbanix,868.54,1214.4,S0009,2025-12-19
P01225,Electronics Product 1225,Electronics,Audio,Apex,910.7,1215.77,S0145,2021-03-14
P01226,Accessories Product 1226,Accessories,Watches,Apex,236.19,305.81,S0015,2023-04-21
P01227,Office Supplies Product 1227,Office Supplies,Paper,Nova,535.32,699.63,S0112,2025-01-04
P01228,Office Supplies Product 1228,Office Supplies,Printing,ValueMax,416.22,868.52,S0093,2022-06-15
P01229,Accessories Product 1229,Accessories,Bags,ValueMax,1464.42,1814.48,S0182,2023-06-19
P01230,Electronics Product 1230,Electronics,Mobiles,Apex,1495.73,1903.46,S0273,2025-03-11
P01231,Electronics Product 1231,Electronics,Laptops,Apex,301.95,670.99,S0242,2024-08-21
P01232,Clothing Product 1232,Clothing,Women,HomePro,1319.27,1917.82,S0020,2022-06-20
P01233,Electronics Product 1233,Electronics,Mobiles,Prime,868.21,1000.24,S0073,2024-10-02
P01234,Clothing Product 1234,Clothing,Men,Urbanix,64.57,100.0,S0083,2024-05-18
P01235,Electronics Product 1235,Electronics,Mobiles,Urbanix,606.77,739.06,S0076,2023-07-14
P01236,Electronics Product 1236,Electronics,Accessories,Vertex,2256.03,3530.04,S0106,2023-03-17
P01237,Electronics Product 1237,Electronics,Audio,TechOne,167.68,223.25,S0183,2025-08-16
P01238,Office Supplies Product 1238,Office Supplies,Printing,Urbanix,1039.56,1343.14,S0222,2025-05-15
P01239,Electronics Product 1239,Electronics,Accessories,Urbanix,3332.94,5856.68,S0282,2025-12-13
P01240,Electronics Product 1240,Electronics,Accessories,ValueMax,377.66,560.86,S0211,2024-05-17
P01241,Home Appliances Product 1241,Home Appliances,Cleaning,Apex,760.87,1202.58,S0090,2022-10-18
P01242,Furniture Product 1242,Furniture,Home Office,Apex,223.62,325.73,S0056,2021-07-20
P01243,Furniture Product 1243,Furniture,Home Office,Vertex,4730.08,6107.71,S0114,2021-08-18
P01244,Electronics Product 1244,Electronics,Accessories,Urbanix,738.46,1104.05,S0240,2025-10-02
P01245,Furniture Product 1245,Furniture,Desks,HomePro,765.78,1257.28,S0298,2022-10-25
P01246,Furniture Product 1246,Furniture,Chairs,Prime,3331.03,4648.86,S0118,2021-07-21
P01247,Clothing Product 1247,Clothing,Kids,Vertex,1278.47,2325.19,S0053,2022-02-12
P01248,Electronics Product 1248,Electronics,Accessories,TechOne,322.42,499.92,S0002,2021-02-08
P01249,Accessories Product 1249,Accessories,Travel,Prime,445.24,628.16,S0024,2023-08-28
P01250,Accessories Product 1250,Accessories,Personal Accessories,HomePro,1387.47,1968.46,S0192,2023-12-15
P01251,Electronics Product 1251,Electronics,Laptops,Urbanix,460.48,642.88,S0177,2022-11-22
P01252,Electronics Product 1252,Electronics,Mobiles,Apex,123.51,144.44,S0193,2024-09-20
P01253,Electronics Product 1253,Electronics,Audio,TechOne,840.83,1137.78,S0008,2023-05-27
P01254,Clothing Product 1254,Clothing,Kids,ValueMax,193.33,273.11,S0132,2025-10-18
P01255,Electronics Product 1255,Electronics,Mobiles,Vertex,4661.44,6041.2,S0055,2024-10-24
P01256,Home Appliances Product 1256,Home Appliances,Cleaning,HomePro,997.04,1432.05,S0101,2021-05-18
P01257,Home Appliances Product 1257,Home Appliances,Kitchen,ValueMax,353.29,485.37,S0187,2022-05-16
P01258,Home Appliances Product 1258,Home Appliances,Cleaning,HomePro,389.44,596.72,S0083,2024-10-08
P01259,Office Supplies Product 1259,Office Supplies,Writing,Vertex,120.39,181.4,S0198,2023-09-08
P01260,Accessories Product 1260,Accessories,Bags,Vertex,285.07,399.66,S0087,2024-10-06
P01261,Electronics Product 1261,electronics,Accessories,Vertex,2873.72,3315.62,S0154,2022-09-04
P01262,Office Supplies Product 1262,Office Supplies,Stationery,Nova,6159.26,11179.79,S0138,2021-03-11
P01263,Furniture Product 1263,Furniture,Storage,TechOne,1846.44,2481.14,S0116,2024-12-03
P01264,Accessories Product 1264,Accessories,Watches,ValueMax,807.82,1094.48,S0038,2024-12-03
P01265,Clothing Product 1265,Clothing,Footwear,Apex,595.41,779.08,S0173,2024-03-13
P01266,Home Appliances Product 1266,Home Appliances,Small Appliances,Apex,359.11,461.08,S0298,2023-01-08
P01267,Electronics Product 1267,Electronics,Audio,TechOne,5418.05,9412.96,S0194,2021-01-16
P01268,Accessories Product 1268,Accessories,Personal Accessories,Prime,587.6,993.59,S0224,2024-08-21
P01269,Office Supplies Product 1269,Office Supplies,Writing,Prime,6823.91,9953.77,S0242,2024-04-19
P01270,Office Supplies Product 1270,Office Supplies,Writing,Apex,3581.39,4834.81,S0012,2024-05-03
P01271,Accessories Product 1271,Accessories,Bags,Urbanix,140.61,210.46,S0238,2021-11-07
P01272,Office Supplies Product 1272,Office Supplies,Paper,Nova,445.52,616.54,S0073,2024-08-27
P01273,Office Supplies Product 1273,Office Supplies,Stationery,Apex,460.38,614.64,S0200,2024-08-15
P01274,Clothing Product 1274,Clothing,Women,TechOne,771.32,1107.91,S0296,2025-04-14
P01275,Electronics Product 1275,Electronics,Audio,Nova,874.57,1129.76,S0269,2023-11-02
P01276,Furniture Product 1276,Furniture,Chairs,Vertex,16923.14,24012.17,S0125,2024-08-28
P01277,Electronics Product 1277,Electronics,Laptops,Urbanix,289.97,408.65,S0252,2023-01-03
