order_id,order_date,customer_id,region_id,channel_id,payment_method,order_status
ORD0075069,2024-12-02,C08050,R03,CH04,COD,Completed
ORD0075070,2025-10-29,C02363,R02,CH03,Net Banking,Completed
ORD0075071,2024-09-08,C03992,R04,CH02,Cash,Completed
ORD0075072,2024-03-16,C07850,R03,CH03,Wallet,Completed
ORD0075073,2024-09-19,C00242,R05,CH03,UPI,Completed
ORD0075074,2025-02-19,C07323,R04,CH03,Cash,Completed
ORD0075075,2024-11-01,C08179,R02,CH01,COD,Completed
ORD0075076,2025-10-26,C02187,R05,CH02,UPI,Completed
ORD0075077,2024-03-19,C07928,R04,CH01,UPI,Completed
ORD0075078,2025-09-05,C05464,R03,CH02,UPI,Completed
ORD0075079,2024-10-29,C02767,R04,CH04,Net Banking,Pending
ORD0075080,2024-07-04,C01353,R01,CH01,UPI,Cancelled
ORD0075081,2024-08-24,C06548,R02,CH03,UPI,Completed
ORD0075082,2024-07-20,C07538,R05,CH01,Net Banking,Completed
ORD0075083,2026-02-10,C04627,R05,CH03,Credit Card,Completed
ORD0075084,2024-10-17,C04823,R02,CH01,Wallet,Completed
ORD0075085,2025-12-26,C04296,R04,CH03,UPI,Returned
ORD0075086,2024-10-13,C04175,R03,CH03,Debit Card,Completed
ORD0075087,2024-01-04,C00782,R02,CH01,Credit Card,Completed
ORD0075088,2024-01-08,C06220,R04,CH01,Net Banking,Completed
ORD0075089,2024-12-03,C08220,R05,CH02,Cash,Completed
ORD0075090,2026-02-03,C05203,R01,CH03,UPI,Completed
ORD0075091,2025-07-02,C05646,R07,CH01,Credit Card,Completed
ORD0075092,2025-09-29,C09687,R05,CH03,UPI,Completed
ORD0075093,2025-01-04,C09234,R02,CH01,UPI,Completed
ORD0075094,2024-10-03,C00804,R02,CH03,Debit Card,Partially Returned
ORD0075095,2025-08-23,C09086,R07,CH01,UPI,Completed
ORD0075096,2025-06-20,C04895,R03,CH01,Wallet,Completed
ORD0075097,2024-02-05,C08107,R07,CH01,Net Banking,Completed
ORD0075098,2025-05-25,C06251,R05,CH01,Debit Card,Completed
ORD0075099,2025-08-11,C06031,R04,CH01,Wallet,Partially Returned
ORD0075100,2024-12-04,C00468,R02,CH01,UPI,Completed
ORD0075101,2024-11-16,C00819,R02,CH02,COD,Completed
ORD0075102,2025-12-10,C08247,R01,CH04,UPI,Completed
ORD0075103,2024-12-05,C04072,R02,CH03,UPI,Completed
ORD0075104,2024-10-11,C04749,R06,CH03,Wallet,Completed
ORD0075105,2025-12-08,C00847,R04,CH01,UPI,Completed
ORD0075106,2026-06-16,C07758,R07,CH03,UPI,Completed
ORD0075107,2024-07-05,C03894,R02,CH01,COD,Completed
ORD0075108,2024-12-10,C08911,R04,CH02,Credit Card,Completed
ORD0075109,2024-01-03,C04665,R02,CH02,Wallet,Completed
ORD0075110,2025-03-18,C03235,R01,CH03,COD,Completed
ORD0075111,2024-10-08,C02358,R02,CH01,COD,Completed
ORD0075112,2026-01-05,C03862,R07,CH01,Credit Card,Completed
ORD0075113,2026-04-06,C05023,R06,CH01,UPI,Cancelled
ORD0075114,2024-04-27,C02554,R02,CH02,UPI,Partially Returned
ORD0075115,2026-02-13,C08230,R02,CH02,Credit Card,Completed
ORD0075116,2024-08-05,C03802,R01,CH03,Credit Card,Completed
ORD0075117,2024-10-25,C07413,R07,CH01,Wallet,Completed
ORD0075118,2026-03-07,C06490,R01,CH03,Net Banking,Completed
ORD0075119,2024-12-01,C00237,R04,CH02,UPI,Completed
ORD0075120,2024-01-18,C06037,R02,CH01,Wallet,Completed
ORD0075121,2024-02-22,C08905,R02,CH02,Credit Card,Completed
ORD0075122,2024-11-13,C09588,R02,CH03,UPI,Completed
ORD0075123,2026-03-06,C08083,R07,CH03,Debit Card,Completed
ORD0075124,2024-03-30,C06576,R02,CH01,COD,Completed
ORD0075125,2024-07-17,C00988,R07,CH02,COD,Completed
ORD0075126,2026-05-29,C03518,R01,CH01,Debit Card,Completed
ORD0075127,2025-01-01,C05943,R01,CH04,Cash,Completed
ORD0075128,2026-02-22,C01899,R07,CH02,Credit Card,Completed
ORD0075129,2024-12-14,C03492,R07,CH01,UPI,Completed
ORD0075130,2025-04-19,C01534,R03,CH01,Debit Card,Completed
ORD0075131,2026-05-08,C09347,R04,CH01,Credit Card,Completed
ORD0075132,2026-05-18,C07378,R02,CH01,UPI,Completed
ORD0075133,2024-06-16,C01964,R01,CH02,UPI,Completed
ORD0075134,2025-09-26,C03384,R02,CH01,Debit Card,Completed
ORD0075135,2025-01-14,C08235,R02,CH01,UPI,Completed
ORD0075136,2024-05-31,C07376,R01,CH01,Net Banking,Partially Returned
ORD0075137,2024-01-27,C04050,R03,CH02,Credit Card,Completed
ORD0075138,2025-04-09,C06116,R03,CH03,COD,Returned
ORD0075139,2024-04-04,C08870,R02,CH04,Debit Card,Completed
ORD0075140,2026-04-29,C01998,R04,CH04,UPI,Completed
ORD0075141,2024-09-09,C07037,R01,CH03,Debit Card,Completed
ORD0075142,2025-01-30,C06622,R01,CH01,COD,Completed
ORD0075143,2025-10-30,C00399,R04,CH01,Debit Card,Completed
ORD0075144,2025-04-08,C03844,R02,CH02,Debit Card,Completed
ORD0075145,2024-12-10,C04422,R01,CH01,COD,Completed
ORD0075146,2025-08-10,C09300,R07,CH04,COD,Completed
ORD0075147,2024-07-19,C05635,R01,CH01,Net Banking,Completed
ORD0075148,2025-03-23,C09827,R02,CH03,Debit Card,Completed
ORD0075149,2026-05-25,C00650,R07,CH01,Debit Card,Completed
ORD0075150,2025-12-08,C05335,R04,CH01,UPI,Pending
ORD0075151,2024-11-11,C09031,R04,CH01,UPI,Completed
ORD0075152,2026-04-03,C07568,R02,CH01,COD,Completed
ORD0075153,2026-02-24,C00223,R02,CH03,COD,Completed
ORD0075154,2024-10-01,C07803,R04,CH02,UPI,Completed
ORD0075155,2026-04-25,C07754,R05,CH01,UPI,Completed
ORD0075156,2025-03-17,C02094,R01,CH02,UPI,Returned
ORD0075157,2026-04-24,C03170,R02,CH02,COD,Completed
ORD0075158,2025-05-21,C05391,R02,CH04,Wallet,Completed
ORD0075159,2024-04-07,C07335,R04,CH01,COD,Completed
ORD0075160,2024-05-21,C09681,R02,CH04,Credit Card,Completed
ORD0075161,2025-03-30,C01976,R07,CH02,COD,Completed
ORD0075162,2024-01-26,C03159,R02,CH04,UPI,Completed
ORD0075163,2025-11-27,C01360,R01,CH01,Credit Card,Cancelled
ORD0075164,2024-10-25,C01590,R01,CH02,COD,Completed
ORD0075165,2024-02-01,C02351,R07,CH01,UPI,Cancelled
ORD0075166,2025-08-29,C03372,R07,CH01,Debit Card,Partially Returned
ORD0075167,2025-07-17,C01888,R01,CH02,Debit Card,Completed
ORD0075168,2024-05-08,C01570,R02,CH03,Credit Card,Completed
ORD0075169,2024-07-02,C08308,R02,CH02,Debit Card,Completed
ORD0075170,2025-11-11,C06432,R04,CH01,COD,Completed
ORD0075171,2024-06-01,C02843,R04,CH04,UPI,Completed
ORD0075172,2024-01-07,C05630,R01,CH01,Debit Card,Completed
ORD0075173,2026-06-30,C04667,R05,CH03,COD,Completed
ORD0075174,2024-10-13,C07536,R03,CH01,Wallet,Completed
ORD0075175,2026-03-13,C09463,R01,CH01,Credit Card,Completed
ORD0075176,2025-01-04,C04479,R05,CH01,Credit Card,Completed
ORD0075177,2026-05-24,C04267,R04,CH01,Net Banking,Completed
ORD0075178,2025-01-20,C09403,R02,CH03,Cash,Cancelled
ORD0075179,2025-11-15,C06758,R06,CH01,COD,Completed
ORD0075180,2026-05-27,C07528,R03,CH02,Cash,Completed
ORD0075181,2024-10-08,C09207,R02,CH02,Debit Card,Cancelled
ORD0075182,2024-01-31,C05773,R07,CH02,COD,Completed
ORD0075183,2025-02-08,C07149,R03,CH01,Debit Card,Completed
ORD0075184,2025-11-23,C05724,R02,CH02,Credit Card,Completed
ORD0075185,2025-06-04,C04306,R01,CH01,Net Banking,Completed
ORD0075186,2026-01-15,C07769,R03,CH03,Net Banking,Completed
ORD0075187,2024-09-26,C00718,R07,CH04,Wallet,Completed
ORD0075188,2024-03-09,C08113,R02,CH01,Net Banking,Completed
ORD0075189,2024-08-11,C04431,R04,CH01,COD,Completed
ORD0075190,2024-08-19,C05361,R02,CH02,COD,Completed
ORD0075191,2024-11-12,C00587,R01,CH01,UPI,Completed
ORD0075192,2024-10-27,C03797,R02,CH01,UPI,Completed
ORD0075193,2024-08-25,C05925,R02,CH03,Net Banking,Completed
ORD0075194,2024-05-03,C01584,R01,CH01,Net Banking,Completed
ORD0075195,2025-04-23,C01072,R02,CH04,COD,Completed
ORD0075196,2025-10-21,C01076,R04,CH03,Credit Card,Completed
ORD0075197,2026-03-30,C01703,R04,CH01,Credit Card,Completed
ORD0075198,2024-10-04,C07187,R07,CH01,COD,Completed
ORD0075199,2025-09-10,C07379,R04,CH02,Cash,Completed
ORD0075200,2025-04-29,C09210,R03,CH01,UPI,Completed
ORD0075201,2026-03-05,C07355,R02,CH03,Wallet,Completed
ORD0075202,2025-10-10,C00222,R02,CH01,Credit Card,Cancelled
ORD0075203,2024-07-04,C02957,R01,CH04,UPI,Cancelled
ORD0075204,2024-09-26,C03565,R03,CH01,Credit Card,Returned
ORD0075205,2025-08-04,C00918,R01,CH03,COD,Cancelled
ORD0075206,2025-11-16,C07291,R04,CH03,Cash,Completed
ORD0075207,2024-03-21,C03947,R01,CH02,Wallet,Completed
ORD0075208,2025-08-27,C09696,R04,CH01,Wallet,Completed
ORD0075209,2024-06-21,C04721,R04,CH02,Net Banking,Completed
ORD0075210,2026-05-04,C05845,R04,CH01,Wallet,Completed
ORD0075211,2026-05-25,C04971,R02,CH02,Wallet,Completed
ORD0075212,2026-02-08,C01693,R07,CH01,UPI,Completed
ORD0075213,2026-02-10,C00262,R05,CH01,Debit Card,Completed
ORD0075214,2026-05-23,C04579,R02,CH02,COD,Returned
ORD0075215,2024-10-10,C03015,R01,CH01,UPI,Completed
ORD0075216,2025-04-24,C01809,R04,CH03,UPI,Completed
ORD0075217,2024-05-15,C09317,R06,CH01,COD,Completed
ORD0075218,2025-02-15,C01156,R07,CH01,Cash,Completed
ORD0075219,2024-04-16,C03186,R07,CH01,UPI,Completed
ORD0075220,2025-10-08,C09519,R01,CH03,Credit Card,Completed
ORD0075221,2024-03-17,C01141,R04,CH01,UPI,Cancelled
ORD0075222,2026-02-09,C08583,R02,CH01,Debit Card,Completed
ORD0075223,2026-01-31,C03876,R04,CH01,UPI,Completed
ORD0075224,2026-05-27,C06092,R01,CH03,Credit Card,Completed
ORD0075225,2024-01-28,C01028,R04,CH03,Wallet,Completed
ORD0075226,2025-12-30,C07637,R02,CH03,Debit Card,Completed
ORD0075227,2024-10-15,C03862,R07,CH02,Credit Card,Completed
ORD0075228,2024-07-17,C02498,R01,CH03,Net Banking,Completed
ORD0075229,2025-11-15,C02523,R04,CH02,Cash,Completed
ORD0075230,2024-05-01,C03566,R05,CH01,COD,Completed
ORD0075231,2026-02-25,C03980,R02,CH04,Cash,Completed
ORD0075232,2026-02-25,C06723,R04,CH01,Cash,Completed
ORD0075233,2025-05-27,C09262,R01,CH01,UPI,Completed
ORD0075234,2025-01-13,C03485,R03,CH03,Cash,Returned
ORD0075235,2026-03-11,C08715,R07,CH03,UPI,Completed
ORD0075236,2025-10-21,C05115,R01,CH03,Debit Card,Completed
ORD0075237,2024-02-02,C06629,R01,CH01,Debit Card,Completed
ORD0075238,2025-01-01,C09750,R01,CH01,Credit Card,Completed
ORD0075239,2025-01-20,C05702,R07,CH04,COD,Completed
ORD0075240,2026-02-05,C01125,R04,CH01,COD,Completed
ORD0075241,2026-03-04,C02682,R05,CH01,Wallet,Completed
ORD0075242,2025-05-15,C05068,R04,CH02,UPI,Cancelled
ORD0075243,2024-04-24,C03862,R07,CH02,Cash,Pending
ORD0075244,2025-07-20,C02058,R02,CH03,Cash,Completed
ORD0075245,2025-02-20,C01823,R02,CH04,Debit Card,Completed
ORD0075246,2025-01-13,C00547,R04,CH02,COD,Completed
ORD0075247,2026-06-15,C03843,R02,CH01,Net Banking,Completed
ORD0075248,2026-06-27,C02125,R04,CH01,Credit Card,Completed
ORD0075249,2024-12-31,C07413,R07,CH01,UPI,Completed
ORD0075250,2026-04-26,C02303,R02,CH01,UPI,Completed
ORD0075251,2024-09-04,C09377,R01,CH04,Credit Card,Completed
ORD0075252,2024-07-14,C07881,R01,CH01,Wallet,Completed
ORD0075253,2025-09-06,C00407,R01,CH01,Debit Card,Completed
ORD0075254,2025-04-01,C00084,R01,CH01,Wallet,Completed
ORD0075255,2025-11-12,C02630,R07,CH01,COD,Completed
ORD0075256,2024-04-21,C03141,R01,CH01,UPI,Returned
ORD0075257,2025-03-14,C07697,R04,CH01,Net Banking,Completed
ORD0075258,2025-10-01,C02767,R04,CH01,Wallet,Completed
ORD0075259,2025-04-02,C03636,R07,CH03,Debit Card,Completed
ORD0075260,2024-10-11,C00683,R07,CH02,UPI,Completed
ORD0075261,2025-04-01,C06139,R01,CH01,UPI,Completed
ORD0075262,2025-06-26,C00895,R03,CH01,Credit Card,Completed
ORD0075263,2025-05-22,C04357,R02,CH01,COD,Completed
ORD0075264,2025-06-06,C05188,R02,CH03,Wallet,Completed
ORD0075265,2025-02-02,C04171,R03,CH01,UPI,Partially Returned
ORD0075266,2024-11-09,C06596,R04,CH01,Wallet,Pending
ORD0075267,2024-03-12,C00929,R02,CH01,Net Banking,Completed
ORD0075268,2024-02-17,C07520,R07,CH01,Debit Card,Completed
ORD0075269,2025-05-05,C08957,R02,CH02,Wallet,Completed
ORD0075270,2026-02-08,C04660,R01,CH04,UPI,Completed
ORD0075271,2025-12-08,C06412,R03,CH02,Credit Card,Completed
ORD0075272,2025-05-07,C04859,R07,CH01,Debit Card,Completed
ORD0075273,2025-08-20,C04707,R07,CH02,Debit Card,Completed
ORD0075274,2026-06-07,C09674,R02,CH02,COD,Completed
ORD0075275,2026-05-29,C09845,R01,CH02,COD,Completed
ORD0075276,2026-06-26,C09561,R03,CH01,Credit Card,Completed
ORD0075277,2024-01-18,C01497,R05,CH02,Debit Card,Completed
ORD0075278,2025-08-17,C03175,R03,CH03,Debit Card,Completed
ORD0075279,2025-11-12,C03884,R04,CH04,Debit Card,Completed
ORD0075280,2024-04-14,C02283,R04,CH04,COD,Completed
ORD0075281,2024-11-30,C03827,R01,CH01,Debit Card,Completed
ORD0075282,2024-06-16,C00430,R05,CH03,COD,Returned
ORD0075283,2024-12-14,C02369,R04,CH04,COD,Completed
ORD0075284,2025-01-31,C02194,R07,CH01,Credit Card,Completed
ORD0075285,2024-06-29,C03748,R06,CH03,UPI,Completed
ORD0075286,2025-03-28,C03844,R02,CH01,UPI,Completed
ORD0075287,2024-07-08,C07037,R01,CH01,UPI,Completed
ORD0075288,2026-04-13,C06506,R07,CH01,COD,Completed
ORD0075289,2024-06-20,C04847,R01,CH01,UPI,Completed
ORD0075290,2025-04-14,C07167,R03,CH04,Credit Card,Completed
ORD0075291,2024-11-18,C09964,R03,CH01,UPI,Completed
ORD0075292,2025-01-13,C08224,R02,CH03,UPI,Completed
ORD0075293,2024-12-18,C00876,R06,CH01,UPI,Completed
ORD0075294,2026-06-09,C09681,R02,CH01,Credit Card,Completed
ORD0075295,2025-09-13,C00876,R06,CH03,Credit Card,Completed
ORD0075296,2024-02-19,C06436,R04,CH04,UPI,Partially Returned
ORD0075297,2026-01-15,C00629,R02,CH01,Credit Card,Completed
ORD0075298,2025-05-17,C08321,R07,CH03,Credit Card,Completed
ORD0075299,2024-04-28,C03328,R05,CH01,Net Banking,Completed
ORD0075300,2025-03-03,C04826,R04,CH03,COD,Completed
ORD0075301,2024-05-15,C06466,R05,CH03,UPI,Completed
ORD0075302,2025-05-29,C07791,R03,CH02,UPI,Completed
ORD0075303,2024-12-05,C00097,R04,CH02,Net Banking,Pending
ORD0075304,2024-03-08,C07003,R02,CH03,COD,Completed
ORD0075305,2025-09-03,C00535,R07,CH02,COD,Completed
ORD0075306,2024-08-24,C05449,R02,CH03,COD,Completed
ORD0075307,2025-11-26,C08256,R01,CH03,Net Banking,Completed
ORD0075308,2026-03-26,C03249,R06,CH04,UPI,Completed
ORD0075309,2024-09-02,C05802,R02,CH03,COD,Completed
ORD0075310,2024-10-24,C07765,R02,CH02,Credit Card,Completed
ORD0075311,2024-02-17,C02759,R03,CH01,UPI,Completed
ORD0075312,2025-03-13,C02690,R02,CH03,COD,Completed
ORD0075313,2026-01-20,C05388,R01,CH01,UPI,Completed
ORD0075314,2024-04-21,C07834,R03,CH04,UPI,Completed
ORD0075315,2024-06-18,C04979,R05,CH01,Debit Card,Completed
ORD0075316,2025-11-11,C01431,R02,CH02,Net Banking,Completed
ORD0075317,2025-08-18,C02422,R01,CH03,UPI,Completed
ORD0075318,2024-07-20,C00064,R03,CH04,UPI,Completed
ORD0075319,2024-06-22,C08691,R02,CH01,Net Banking,Returned
ORD0075320,2024-03-12,C07976,R02,CH01,Cash,Completed
ORD0075321,2024-01-19,C09917,R02,CH01,UPI,Completed
ORD0075322,2025-01-12,C09845,R01,CH01,UPI,Completed
ORD0075323,2024-04-19,C03802,R01,CH01,COD,Completed
ORD0075324,2024-10-15,C00151,R05,CH02,COD,Returned
ORD0075325,2026-02-23,C04529,R07,CH03,Net Banking,Completed
ORD0075326,2024-02-20,C00317,R04,CH01,Credit Card,Completed
ORD0075327,2025-12-16,C09867,R07,CH01,Wallet,Completed
ORD0075328,2024-12-12,C05271,R02,CH01,UPI,Completed
ORD0075329,2025-01-01,C04587,R02,CH01,COD,Completed
ORD0075330,2026-06-03,C06088,R07,CH04,COD,Completed
ORD0075331,2025-06-09,C09575,R07,CH02,Credit Card,Completed
ORD0075332,2024-02-07,C09830,R02,CH01,Net Banking,Completed
ORD0075333,2025-12-14,C01124,R01,CH03,Cash,Completed
ORD0075334,2025-05-26,C05473,R02,CH03,Credit Card,Completed
ORD0075335,2025-12-03,C00922,R05,CH04,UPI,Completed
ORD0075336,2024-06-01,C04150,R04,CH01,UPI,Completed
ORD0075337,2024-09-22,C09001,R06,CH01,COD,Completed
ORD0075338,2026-04-01,C03489,R01,CH01,Net Banking,Completed
ORD0075339,2025-01-20,C06725,R04,CH01,COD,Completed
ORD0075340,2025-04-12,C07564,R04,CH01,Debit Card,Completed
ORD0075341,2025-08-24,C02152,R07,CH02,Wallet,Completed
ORD0075342,2025-04-29,C07748,R02,CH02,Credit Card,Cancelled
ORD0075343,2025-11-15,C02896,R07,CH01,UPI,Pending
ORD0075344,2024-08-13,C00910,R01,CH02,Debit Card,Completed
ORD0075345,2026-04-12,C06506,R07,CH01,UPI,Cancelled
ORD0075346,2024-02-24,C09637,R02,CH01,Credit Card,Completed
ORD0075347,2025-03-31,C04740,R02,CH03,UPI,Partially Returned
ORD0075348,2026-06-28,C03976,R01,CH01,Cash,Completed
ORD0075349,2025-09-08,C02593,R02,CH03,UPI,Completed
ORD0075350,2025-03-14,C02991,R03,CH01,COD,Completed
ORD0075351,2026-05-14,C08409,R06,CH01,Debit Card,Completed
ORD0075352,2024-03-20,C04167,R07,CH01,Cash,Completed
ORD0075353,2025-01-12,C07382,R04,CH04,UPI,Pending
ORD0075354,2026-03-26,C08757,R01,CH03,Debit Card,Completed
ORD0075355,2025-09-30,C09845,R01,CH04,UPI,Returned
ORD0075356,2024-12-04,C04030,R02,CH02,UPI,Completed
ORD0075357,2026-06-08,C02278,R07,CH02,UPI,Completed
ORD0075358,2025-11-21,C06678,R02,CH01,Cash,Partially Returned
ORD0075359,2026-06-08,C08877,R06,CH01,UPI,Completed
ORD0075360,2025-06-25,C02998,R01,CH03,COD,Completed
ORD0075361,2024-01-09,C03781,R07,CH02,Wallet,Completed
ORD0075362,2026-06-02,C09550,R01,CH03,COD,Completed
ORD0075363,2026-01-04,C02582,R05,CH01,COD,Completed
ORD0075364,2025-05-22,C01849,R04,CH02,Debit Card,Completed
ORD0075365,2024-06-11,C02620,R02,CH04,UPI,Completed
ORD0075366,2026-03-02,C02531,R02,CH01,Wallet,Completed
ORD0075367,2025-08-18,C07272,R02,CH01,Credit Card,Completed
ORD0075368,2024-01-04,C02032,R02,CH01,UPI,Completed
ORD0075369,2025-03-26,C04010,R02,CH03,COD,Completed
ORD0075370,2026-06-13,C08732,R02,CH02,COD,Completed
ORD0075371,2025-06-27,C07568,R02,CH01,COD,Completed
ORD0075372,2025-10-20,C02430,R03,CH03,Credit Card,Completed
ORD0075373,2025-09-07,C04169,R02,CH01,UPI,Partially Returned
ORD0075374,2025-04-20,C06238,R02,CH02,COD,Completed
ORD0075375,2025-10-08,C07846,R01,CH01,COD,Completed
ORD0075376,2024-07-17,C02968,R01,CH01,Wallet,Completed
ORD0075377,2024-11-14,C05023,R06,CH03,Debit Card,Completed
ORD0075378,2026-03-11,C02595,R01,CH01,Credit Card,Partially Returned
ORD0075379,2024-09-29,C06817,R02,CH03,Credit Card,Completed
ORD0075380,2025-01-06,C04785,R03,CH03,Credit Card,Completed
ORD0075381,2024-04-14,C03645,R07,CH03,UPI,Completed
ORD0075382,2026-04-22,C00309,R01,CH01,Debit Card,Completed
ORD0075383,2024-09-29,C02767,R04,CH01,Wallet,Cancelled
ORD0075384,2025-06-22,C09176,R01,CH03,Credit Card,Completed
ORD0075385,2024-12-24,C03862,R07,CH02,UPI,Completed
ORD0075386,2024-11-19,C07817,R02,CH01,COD,Completed
ORD0075387,2024-06-19,C07485,R01,CH03,Wallet,Completed
ORD0075388,2026-06-27,C02112,R02,CH01,UPI,Completed
ORD0075389,2024-10-13,C06157,R04,CH03,Net Banking,Completed
ORD0075390,2024-12-22,C04417,R02,CH01,Credit Card,Completed
ORD0075391,2024-07-14,C03844,R02,CH01,UPI,Completed
ORD0075392,2025-08-08,C03827,R01,CH02,Debit Card,Partially Returned
ORD0075393,2024-03-28,C04453,R02,CH02,Credit Card,Completed
ORD0075394,2025-09-12,C06766,R02,CH02,COD,Completed
ORD0075395,2025-04-04,C03880,R04,CH03,Debit Card,Completed
ORD0075396,2025-08-28,C02703,R04,CH01,UPI,Completed
ORD0075397,2024-01-05,C06853,R03,CH04,Net Banking,Completed
ORD0075398,2025-09-23,C01532,R01,CH02,UPI,Returned
ORD0075399,2024-02-16,C00192,R07,CH01,Net Banking,Completed
ORD0075400,2026-04-08,C01966,R07,CH01,UPI,Partially Returned
ORD0075401,2025-12-14,C07786,R03,CH03,UPI,Completed
ORD0075402,2024-05-05,C01167,R05,CH03,Credit Card,Completed
ORD0075403,2025-05-28,C02885,R02,CH03,UPI,Completed
ORD0075404,2026-05-18,C05189,R02,CH01,Net Banking,Cancelled
ORD0075405,2024-09-02,C05124,R02,CH02,UPI,Returned
ORD0075406,2024-03-14,C08219,R04,CH01,Credit Card,Completed
ORD0075407,2025-01-12,C03161,R01,CH01,Debit Card,Completed
ORD0075408,2024-05-20,C00588,R04,CH01,UPI,Completed
ORD0075409,2025-12-03,C03135,R03,CH03,UPI,Completed
ORD0075410,2026-04-03,C07203,R07,CH01,Net Banking,Completed
ORD0075411,2025-02-09,C07627,R02,CH03,Wallet,Completed
ORD0075412,2026-06-29,C07224,R01,CH04,Credit Card,Completed
ORD0075413,2024-07-11,C06961,R04,CH01,UPI,Completed
ORD0075414,2026-04-09,C05734,R02,CH04,Credit Card,Completed
ORD0075415,2024-11-04,C03670,R02,CH01,COD,Returned
ORD0075416,2026-03-24,C02786,R03,CH03,Debit Card,Completed
ORD0075417,2026-03-26,C08678,R02,CH01,COD,Completed
ORD0075418,2024-11-21,C02898,R01,CH01,Credit Card,Completed
ORD0075419,2024-01-22,C08171,R03,CH02,UPI,Completed
ORD0075420,2024-10-22,C08074,R04,CH02,Net Banking,Completed
ORD0075421,2025-01-26,C08560,R06,CH02,Credit Card,Completed
ORD0075422,2026-06-14,C07910,R04,CH01,Credit Card,Completed
ORD0075423,2025-10-06,C00537,R02,CH03,UPI,Completed
ORD0075424,2025-08-15,C06507,R02,CH02,UPI,Completed
ORD0075425,2025-08-26,C07328,R04,CH01,UPI,Completed
ORD0075426,2024-12-22,C08832,R02,CH03,COD,Partially Returned
ORD0075427,2025-10-06,C02754,R07,CH03,Debit Card,Completed
ORD0075428,2024-10-06,C04083,R03,CH01,Debit Card,Completed
ORD0075429,2025-11-17,C02593,R02,CH01,Credit Card,Completed
ORD0075430,2025-09-01,C08605,R02,CH01,Cash,Completed
ORD0075431,2025-11-13,C04820,R02,CH03,COD,Completed
ORD0075432,2024-06-02,C02467,R05,CH03,Debit Card,Completed
ORD0075433,2025-05-24,C06762,R02,CH01,UPI,Completed
ORD0075434,2024-07-13,C00353,R02,CH02,UPI,Completed
ORD0075435,2024-10-27,C06873,R04,CH03,Credit Card,Completed
ORD0075436,2025-12-13,C09317,R06,CH02,UPI,Returned
ORD0075437,2025-01-07,C06696,R01,CH01,Debit Card,Completed
ORD0075438,2024-02-20,C02246,R01,CH02,COD,Completed
ORD0075439,2026-03-14,C00971,R07,CH03,Debit Card,Completed
ORD0075440,2024-04-18,C02278,R07,CH01,COD,Completed
ORD0075441,2025-03-29,C02878,R04,CH01,UPI,Completed
ORD0075442,2025-03-07,C03637,R05,CH02,UPI,Completed
ORD0075443,2024-12-24,C02303,R02,CH03,COD,Completed
ORD0075444,2024-01-06,C07740,R04,CH02,Credit Card,Cancelled
ORD0075445,2024-09-14,C07790,R07,CH01,UPI,Completed
ORD0075446,2024-06-06,C01881,R02,CH02,Debit Card,Completed
ORD0075447,2024-06-14,C04635,R02,CH02,UPI,Completed
ORD0075448,2024-05-07,C01934,R05,CH02,Net Banking,Completed
ORD0075449,2026-01-04,C05355,R02,CH01,Credit Card,Completed
ORD0075450,2024-04-12,C03696,R04,CH03,Debit Card,Returned
ORD0075451,2024-11-10,C03838,R07,CH01,Credit Card,Completed
ORD0075452,2025-06-21,C07611,R03,CH01,UPI,Partially Returned
ORD0075453,2024-02-11,C01928,R03,CH04,Debit Card,Completed
ORD0075454,2025-04-26,C01042,R02,CH01,COD,Completed
ORD0075455,2025-02-23,C00621,R03,CH02,Credit Card,Completed
ORD0075456,2026-02-07,C06883,R04,CH03,Debit Card,Completed
ORD0075457,2024-04-27,C00054,R02,CH01,Net Banking,Completed
ORD0075458,2024-02-29,C00789,R05,CH01,UPI,Completed
ORD0075459,2024-05-28,C05968,R01,CH01,Debit Card,Completed
ORD0075460,2025-03-08,C01514,R03,CH01,Credit Card,Completed
ORD0075461,2024-04-16,C07538,R05,CH03,Debit Card,Completed
ORD0075462,2025-07-27,C02038,R07,CH04,UPI,Completed
ORD0075463,2025-12-14,C09795,R01,CH03,COD,Completed
ORD0075464,2025-05-27,C03806,R01,CH01,UPI,Completed
ORD0075465,2024-11-27,C05796,R02,CH04,Net Banking,Completed
ORD0075466,2025-02-06,C04077,R02,CH02,Debit Card,Completed
ORD0075467,2024-09-01,C03864,R04,CH01,Debit Card,Completed
ORD0075468,2026-02-01,C02798,R04,CH01,UPI,Completed
ORD0075469,2024-11-04,C05569,R01,CH01,UPI,Completed
ORD0075470,2026-02-08,C03605,R02,CH02,COD,Completed
ORD0075471,2026-05-27,C04832,R01,CH04,Debit Card,Completed
ORD0075472,2024-09-15,C06207,R04,CH01,COD,Returned
ORD0075473,2026-02-07,C00398,R01,CH02,UPI,Completed
ORD0075474,2026-01-16,C05663,R02,CH01,Debit Card,Completed
ORD0075475,2025-07-23,C02579,R01,CH01,Net Banking,Completed
ORD0075476,2026-01-14,C01085,R03,CH03,UPI,Completed
ORD0075477,2025-01-15,C01479,R02,CH01,COD,Completed
ORD0075478,2025-07-14,C02473,R03,CH02,UPI,Completed
ORD0075479,2024-12-28,C06351,R03,CH03,COD,Completed
ORD0075480,2026-06-29,C07458,R05,CH01,COD,Completed
