return_id,order_id,product_id,return_date,return_quantity,return_reason,return_status
RET0003528,ORD0057682,P00449,2026-02-13,1,Quality Issue,Approved
RET0003529,ORD0103330,P01362,2025-07-24,1,Customer Changed Mind,Processed
RET0003530,ORD0047492,P00922,2025-12-23,1,Wrong Product,Processed
RET0003531,ORD0088351,P01455,2026-01-08,1,Damaged,Processed
RET0003532,ORD0104817,P00818,2025-04-21,1,Damaged,Rejected
RET0003533,ORD0112101,P00956,2025-08-18,1,Customer Changed Mind,Approved
RET0003534,ORD0094345,P01267,2025-05-11,1,Damaged,Processed
RET0003535,ORD0011135,P01072,2025-12-11,1,Customer Changed Mind,Rejected
RET0003536,ORD0052649,P01107,2026-06-11,1,Incorrect Size,Processed
RET0003537,ORD0077360,P00991,2025-04-13,2,Late Delivery,Approved
RET0003538,ORD0069485,P01228,2025-11-23,1,Quality Issue,Approved
RET0003539,ORD0039996,P01400,2026-04-02,2,Damaged,Rejected
RET0003540,ORD0012175,P00281,2026-05-29,1,Wrong Product,Processed
RET0003541,ORD0077146,P01949,2025-05-19,3,Incorrect Size,Pending
RET0003542,ORD0013874,P00838,2026-04-29,2,Customer Changed Mind,Approved
RET0003543,ORD0004584,P00511,2026-07-23,2,Quality Issue,Processed
RET0003544,ORD0069819,P01084,2026-04-23,1,Incorrect Size,Processed
RET0003545,ORD0007994,P01540,2026-02-28,1,Late Delivery,Rejected
RET0003546,ORD0072326,P00537,2026-01-10,2,Customer Changed Mind,Processed
RET0003547,ORD0083246,P01795,2025-07-08,2,Late Delivery,Approved
RET0003548,ORD0056461,P01312,2026-06-26,1,Damaged,Processed
RET0003549,ORD0029919,P01822,2025-06-26,1,Damaged,Processed
RET0003550,ORD0101333,P01786,2025-09-10,1,Damaged,Approved
RET0003551,ORD0105962,P00534,2025-11-06,1,Incorrect Size,Approved
RET0003552,ORD0065060,P00297,2026-03-20,1,Quality Issue,Rejected
RET0003553,ORD0022415,P00183,2024-09-03,1,Wrong Product,Approved
RET0003554,ORD0036373,P01985,2025-12-05,1,Wrong Product,Approved
RET0003555,ORD0049161,P00130,2024-07-04,1,Quality Issue,Processed
RET0003556,ORD0087033,P01685,2024-12-17,1,Incorrect Size,Pending
RET0003557,ORD0053472,P00341,2025-08-07,1,Wrong Product,Processed
RET0003558,ORD0080566,P00155,2025-12-30,1,Customer Changed Mind,Approved
RET0003559,ORD0041914,P01986,2026-06-04,1,Incorrect Size,Approved
RET0003560,ORD0038544,P01266,2025-11-29,1,Incorrect Size,Approved
RET0003561,ORD0037192,P00010,2026-05-27,1,Incorrect Size,Approved
RET0003562,ORD0040640,P00266,2026-02-02,1,Wrong Product,Processed
RET0003563,ORD0111838,P00059,2026-05-23,1,Damaged,Approved
RET0003564,ORD0077287,P00387,2025-11-10,3,Customer Changed Mind,Approved
RET0003565,ORD0109701,P01120,2026-07-24,2,Wrong Product,Rejected
RET0003566,ORD0069033,P00849,2024-06-27,1,Incorrect Size,Approved
RET0003567,ORD0013578,P01718,2026-07-10,1,Damaged,Approved
RET0003568,ORD0105955,P01862,2024-12-29,1,Quality Issue,Approved
RET0003569,ORD0010434,P00121,2025-04-08,1,Incorrect Size,Approved
RET0003570,ORD0108695,P00492,2024-08-02,1,Incorrect Size,Approved
RET0003571,ORD0108856,P00898,2025-12-28,1,Quality Issue,Pending
RET0003572,ORD0091000,P01954,2026-03-03,1,Incorrect Size,Rejected
RET0003573,ORD0057002,P00771,2026-05-14,1,Damaged,Processed
RET0003574,ORD0030373,P01660,2025-02-05,1,Customer Changed Mind,Processed
RET0003575,ORD0102913,P00584,2026-05-17,2,Damaged,Approved
RET0003576,ORD0037163,P01014,2025-10-28,1,Incorrect Size,Rejected
RET0003577,ORD0053822,P00907,2025-01-11,1,Incorrect Size,Approved
RET0003578,ORD0090196,P00438,2025-04-30,1,Damaged,Approved
RET0003579,ORD0118026,P01234,2026-04-02,1,Damaged,Approved
RET0003580,ORD0085152,P00930,2025-09-29,1,Customer Changed Mind,Processed
RET0003581,ORD0012369,P00897,2025-06-24,1,Wrong Product,Approved
RET0003582,ORD0084134,P00989,2025-10-15,1,Incorrect Size,Approved
RET0003583,ORD0018495,P01500,2024-12-04,1,Damaged,Approved
RET0003584,ORD0055655,P00001,2026-03-27,1,Quality Issue,Approved
RET0003585,ORD0052286,P00715,2025-11-16,1,Late Delivery,Approved
RET0003586,ORD0058029,P00137,2025-06-20,1,Customer Changed Mind,Processed
RET0003587,ORD0084746,P01822,2024-12-20,1,Damaged,Approved
RET0003588,ORD0039378,P00001,2026-03-24,1,Incorrect Size,Processed
RET0003589,ORD0069405,P01311,2026-01-11,3,Quality Issue,Approved
RET0003590,ORD0014329,P01885,2026-06-09,1,Customer Changed Mind,Approved
RET0003591,ORD0038197,P01795,2025-08-23,2,Customer Changed Mind,Processed
RET0003592,ORD0030786,P01961,2026-05-17,1,Incorrect Size,Processed
RET0003593,ORD0021928,P00750,2024-08-26,1,Quality Issue,Approved
RET0003594,ORD0030551,P00443,2025-01-09,2,Quality Issue,Processed
RET0003595,ORD0105552,P01811,2026-02-11,1,Quality Issue,Processed
RET0003596,ORD0030840,P01511,2026-07-02,1,Incorrect Size,Approved
RET0003597,ORD0110577,P00119,2025-07-28,3,Wrong Product,Processed
RET0003598,ORD0047214,P01709,2025-07-21,1,Quality Issue,Approved
RET0003599,ORD0014117,P01696,2026-02-23,1,Customer Changed Mind,Rejected
RET0003600,ORD0044728,P01320,2026-06-28,2,Quality Issue,Approved
RET0003601,ORD0078241,P01737,2025-09-10,1,Incorrect Size,Pending
RET0003602,ORD0008300,P01770,2024-12-03,1,Incorrect Size,Processed
RET0003603,ORD0030532,P00438,2026-07-14,1,Late Delivery,Processed
RET0003604,ORD0034863,P00338,2024-03-22,1,Late Delivery,Approved
RET0003605,ORD0060500,P00122,2024-04-29,2,Incorrect Size,Processed
RET0003606,ORD0060100,P01044,2026-04-18,1,Incorrect Size,Approved
RET0003607,ORD0008038,P01729,2025-03-27,1,Quality Issue,Approved
RET0003608,ORD0001440,P01937,2026-07-03,2,Damaged,Approved
RET0003609,ORD0096354,P00019,2025-08-16,1,Customer Changed Mind,Processed
RET0003610,ORD0021322,P01894,2025-02-15,1,Incorrect Size,Processed
RET0003611,ORD0070644,P00849,2025-04-21,1,Quality Issue,Pending
RET0003612,ORD0039773,P00337,2026-02-01,3,Quality Issue,Approved
RET0003613,ORD0007021,P01280,2026-06-28,1,Quality Issue,Rejected
RET0003614,ORD0030734,P00972,2024-10-16,1,Customer Changed Mind,Rejected
RET0003615,ORD0085099,P00892,2025-04-09,1,Customer Changed Mind,Rejected
RET0003616,ORD0045235,P01467,2026-05-31,3,Quality Issue,Processed
RET0003617,ORD0066573,P00877,2024-06-28,1,Wrong Product,Approved
RET0003618,ORD0041697,P01800,2026-01-23,1,Quality Issue,Rejected
RET0003619,ORD0013726,P01288,2026-07-10,2,Quality Issue,Processed
RET0003620,ORD0110963,P01827,2025-07-31,1,Incorrect Size,Processed
RET0003621,ORD0109723,P00112,2025-06-11,1,Customer Changed Mind,Approved
RET0003622,ORD0118075,P00286,2026-07-02,1,Quality Issue,Approved
RET0003623,ORD0031110,P00906,2024-04-06,1,Damaged,Approved
RET0003624,ORD0037416,P01530,2025-11-22,3,Damaged,Processed
RET0003625,ORD0069019,P00487,2026-01-09,1,Customer Changed Mind,Approved
RET0003626,ORD0035871,P01509,2026-05-27,1,Damaged,Rejected
RET0003627,ORD0096646,P01725,2025-10-21,1,Incorrect Size,Approved
RET0003628,ORD0026793,P00563,2025-06-21,1,Incorrect Size,Approved
RET0003629,ORD0020108,P01975,2025-11-10,2,Damaged,Approved
RET0003630,ORD0065916,P01307,2026-04-18,1,Incorrect Size,Approved
RET0003631,ORD0062205,P00008,2026-03-18,1,Late Delivery,Approved
RET0003632,ORD0109389,P00951,2026-07-28,1,Quality Issue,Processed
RET0003633,ORD0016837,P00913,2025-05-12,1,Incorrect Size,Pending
RET0003634,ORD0019637,P01598,2025-11-10,1,Late Delivery,Approved
RET0003635,ORD0099000,P00855,2023-01-01,1,Damaged,Approved
RET0003636,ORD0068299,P01870,2026-06-18,1,Damaged,Processed
RET0003637,ORD0114209,P00917,2026-02-13,3,Customer Changed Mind,Approved
RET0003638,ORD0058722,P01682,2025-06-15,1,Incorrect Size,Processed
RET0003639,ORD0092673,P00714,2024-06-15,1,Late Delivery,Processed
RET0003640,ORD0000905,P01894,2026-06-26,1,Customer Changed Mind,Rejected
RET0003641,ORD0114468,P00737,2026-03-23,2,Damaged,Approved
RET0003642,ORD0079041,P01319,2026-06-13,2,Incorrect Size,Pending
RET0003643,ORD0030326,P01430,2024-09-27,3,Customer Changed Mind,Pending
RET0003644,ORD0113909,P01999,2026-08-04,1,Quality Issue,Approved
RET0003645,ORD0097311,P00205,2025-04-14,1,Quality Issue,Processed
RET0003646,ORD0057126,P01170,2026-05-02,1,Wrong Product,Approved
RET0003647,ORD0048842,P01163,2025-02-27,1,Damaged,Approved
RET0003648,ORD0065102,P00287,2025-11-17,3,Customer Changed Mind,Pending
RET0003649,ORD0066794,P01494,2025-10-24,1,Customer Changed Mind,Approved
RET0003650,ORD0071881,P01274,2026-01-12,1,Quality Issue,Approved
RET0003651,ORD0041545,P00804,2024-03-20,1,Quality Issue,Approved
RET0003652,ORD0090546,P01818,2026-01-02,1,Wrong Product,Processed
RET0003653,ORD0017969,P01480,2024-11-02,1,Late Delivery,Rejected
RET0003654,ORD0005930,P01102,2024-03-03,1,Damaged,Processed
RET0003655,ORD0059394,P01313,2026-07-22,1,Wrong Product,Processed
RET0003656,ORD0044212,P01990,2025-04-09,1,Quality Issue,Approved
RET0003657,ORD0030402,P01372,2026-01-05,1,Quality Issue,Processed
RET0003658,ORD0055303,P01529,2025-11-07,1,Quality Issue,Approved
RET0003659,ORD0049374,P00937,2026-04-08,1,Damaged,Approved
RET0003660,ORD0006214,P00172,2025-07-11,1,Late Delivery,Processed
RET0003661,ORD0059372,P01175,2025-11-23,2,Customer Changed Mind,Pending
RET0003662,ORD0087426,P00547,2026-02-26,2,Incorrect Size,Processed
RET0003663,ORD0038746,P01845,2025-12-10,1,Quality Issue,Processed
RET0003664,ORD0089398,P01907,2025-12-05,1,Incorrect Size,Approved
RET0003665,ORD0050326,P01176,2025-11-11,1,Damaged,Approved
RET0003666,ORD0108219,P01037,2024-11-07,1,Customer Changed Mind,Processed
RET0003667,ORD0105471,P01375,2025-07-27,1,Quality Issue,Processed
RET0003668,ORD0101640,P01896,2024-05-25,1,Customer Changed Mind,Processed
RET0003669,ORD0031950,P01148,2026-06-02,1,Quality Issue,Processed
RET0003670,ORD0021840,P01555,2026-07-12,2,Late Delivery,Approved
RET0003671,ORD0103766,P01606,2025-05-18,3,Incorrect Size,Approved
RET0003672,ORD0005762,P01691,2026-05-06,3,Wrong Product,Approved
RET0003673,ORD0050223,P00535,2025-12-03,1,Incorrect Size,Processed
RET0003674,ORD0100414,P01221,2026-06-05,1,Customer Changed Mind,Pending
RET0003675,ORD0046367,P00869,2026-06-23,1,Customer Changed Mind,Processed
RET0003676,ORD0114660,P01226,2025-10-31,1,Late Delivery,Processed
RET0003677,ORD0031329,P00368,2025-11-15,1,Wrong Product,Processed
RET0003678,ORD0054688,P00306,2025-02-14,1,Incorrect Size,Approved
RET0003679,ORD0052978,P01948,2025-09-22,1,Incorrect Size,Approved
RET0003680,ORD0077842,P01139,2025-10-26,2,Incorrect Size,Approved
RET0003681,ORD0005051,P01311,2024-09-24,1,Incorrect Size,Pending
RET0003682,ORD0100557,P00400,2026-06-22,1,Quality Issue,Approved
RET0003683,ORD0048939,P00105,2026-01-22,1,Customer Changed Mind,Processed
RET0003684,ORD0115557,P00458,2025-08-08,1,Incorrect Size,Approved
RET0003685,ORD0032608,P00925,2026-05-07,1,Damaged,Processed
RET0003686,ORD0088802,P01287,2025-01-02,2,Incorrect Size,Approved
RET0003687,ORD0011628,P01068,2026-06-11,1,Customer Changed Mind,Pending
RET0003688,ORD0041096,P01250,2025-04-04,1,Quality Issue,Approved
RET0003689,ORD0101145,P01124,2026-07-08,2,Customer Changed Mind,Pending
RET0003690,ORD0061359,P00517,2025-03-29,1,Customer Changed Mind,Processed
RET0003691,ORD0071200,P01618,2026-06-21,2,Damaged,Approved
RET0003692,ORD0094835,P01828,2026-05-12,1,Customer Changed Mind,Processed
RET0003693,ORD0094422,P01968,2026-06-11,1,Customer Changed Mind,Processed
RET0003694,ORD0118523,P00860,2026-07-21,3,Wrong Product,Approved
RET0003695,ORD0090967,P01896,2026-02-01,1,Wrong Product,Processed
RET0003696,ORD0078970,P00730,2024-09-24,1,Quality Issue,Processed
RET0003697,ORD0004038,P01078,2026-02-13,1,Customer Changed Mind,Processed
RET0003698,ORD0015849,P01317,2026-08-01,1,Incorrect Size,Processed
RET0003699,ORD0077506,P01247,2026-06-09,1,Damaged,Processed
RET0003700,ORD0032689,P00124,2025-11-22,1,Late Delivery,Approved
RET0003701,ORD0011048,P01215,2025-03-17,1,Damaged,Approved
RET0003702,ORD0004287,P00937,2026-04-23,1,Late Delivery,Approved
RET0003703,ORD0090958,P01208,2026-03-03,1,Late Delivery,Processed
RET0003704,ORD0052657,P00027,2025-03-31,2,Quality Issue,Approved
RET0003705,ORD0117418,P01976,2025-05-24,1,Customer Changed Mind,Approved
RET0003706,ORD0109480,P00715,2025-08-16,1,Late Delivery,Processed
RET0003707,ORD0011179,P00177,2026-05-15,1,Wrong Product,Approved
RET0003708,ORD0058264,P01887,2026-02-09,1,Customer Changed Mind,Approved
RET0003709,ORD0109716,P00398,2024-06-06,1,Customer Changed Mind,Rejected
RET0003710,ORD0008096,P01926,2026-02-17,2,Quality Issue,Processed
RET0003711,ORD0036486,P00781,2026-06-15,1,Customer Changed Mind,Processed
RET0003712,ORD0090294,P00495,2024-11-27,1,Quality Issue,Approved
RET0003713,ORD0095276,P00346,2025-09-07,1,Customer Changed Mind,Processed
RET0003714,ORD0084345,P00391,2025-05-22,1,Wrong Product,Pending
RET0003715,ORD0090577,P00091,2026-04-05,1,Wrong Product,Approved
RET0003716,ORD0014488,P00226,2026-01-12,1,Damaged,Approved
RET0003717,ORD0051325,P00452,2024-04-13,1,Late Delivery,Approved
RET0003718,ORD0020099,P00326,2024-05-22,1,Incorrect Size,Rejected
RET0003719,ORD0105703,P00126,2025-03-04,1,Quality Issue,Approved
RET0003720,ORD0056659,P01988,2025-01-15,2,Customer Changed Mind,Processed
RET0003721,ORD0099739,P00213,2025-12-22,1,Wrong Product,Processed
RET0003722,ORD0086612,P00278,2026-04-24,3,Incorrect Size,Pending
RET0003723,ORD0090350,P00985,2026-07-03,2,Damaged,Approved
RET0003724,ORD0008089,P01606,2025-03-31,2,Customer Changed Mind,Processed
RET0003725,ORD0091412,P00556,2025-03-20,1,Incorrect Size,Pending
RET0003726,ORD0003928,P00218,2026-01-29,1,Customer Changed Mind,Approved
RET0003727,ORD0037198,P01890,2026-06-30,1,Damaged,Processed
RET0003728,ORD0110220,P00016,2025-12-04,1,Wrong Product,Approved
RET0003729,ORD0062841,P01840,2024-04-24,1,Quality Issue,Approved
RET0003730,ORD0094388,P00992,2026-01-30,3,Damaged,Approved
RET0003731,ORD0059590,P00349,2026-06-25,1,Quality Issue,Approved
RET0003732,ORD0005360,P01947,2026-01-06,1,Customer Changed Mind,Approved
RET0003733,ORD0109646,P01622,2026-05-16,2,Customer Changed Mind,Processed
RET0003734,ORD0041473,P00937,2025-01-05,1,Wrong Product,Approved
RET0003735,ORD0117029,P01948,2026-07-13,1,Quality Issue,Approved
RET0003736,ORD0070873,P00422,2024-12-31,1,Customer Changed Mind,Processed
RET0003737,ORD0089383,P01686,2026-04-14,1,Quality Issue,Pending
RET0003738,ORD0034479,P00442,2026-02-18,2,Customer Changed Mind,Approved
RET0003739,ORD0023905,P00477,2026-05-23,1,Damaged,Approved
RET0003740,ORD0026710,P01099,2025-12-24,1,Customer Changed Mind,Approved
RET0003741,ORD0002965,P00411,2024-09-27,1,Late Delivery,Rejected
RET0003742,ORD0071423,P00281,2026-07-07,1,Customer Changed Mind,Rejected
RET0003743,ORD0010662,P00884,2025-11-01,1,Quality Issue,Approved
RET0003744,ORD0038658,P00072,2024-05-16,2,Incorrect Size,Approved
RET0003745,ORD0038772,P00308,2026-07-20,2,Quality Issue,Processed
RET0003746,ORD0040357,P00821,2025-03-26,1,Quality Issue,Processed
RET0003747,ORD0040030,P00794,2025-12-12,2,Late Delivery,Approved
RET0003748,ORD0115761,P00642,2025-06-24,2,Quality Issue,Approved
RET0003749,ORD0045483,P00395,2024-11-22,1,Wrong Product,Approved
RET0003750,ORD0049442,P00147,2026-07-14,1,Quality Issue,Processed
RET0003751,ORD0044710,P01926,2025-01-18,1,Incorrect Size,Pending
RET0003752,ORD0107726,P00834,2025-11-16,1,Wrong Product,Approved
RET0003753,ORD0022785,P00983,2024-12-13,1,Incorrect Size,Pending
RET0003754,ORD0032273,P00101,2026-01-26,1,Incorrect Size,Approved
RET0003755,ORD0033023,P00212,2025-02-02,2,Customer Changed Mind,Processed
RET0003756,ORD0041605,P00167,2026-06-24,2,Incorrect Size,Rejected
RET0003757,ORD0003869,P01815,2025-08-08,1,Damaged,Processed
RET0003758,ORD0097430,P00467,2024-02-11,1,Damaged,Approved
RET0003759,ORD0032393,P01913,2026-01-27,1,Customer Changed Mind,Approved
RET0003760,ORD0039657,P00803,2026-01-01,1,Late Delivery,Processed
RET0003761,ORD0028408,P00191,2026-04-07,1,Customer Changed Mind,Processed
RET0003762,ORD0089712,P00831,2026-06-04,1,Incorrect Size,Approved
RET0003763,ORD0012884,P00865,2026-03-26,1,Wrong Product,Processed
RET0003764,ORD0111592,P00020,2025-05-29,1,Wrong Product,Approved
RET0003765,ORD0004685,P00569,2026-07-17,1,Quality Issue,Approved
RET0003766,ORD0030582,P00645,2025-05-02,1,Damaged,Processed
RET0003767,ORD0031266,P01951,2025-12-18,1,Quality Issue,Approved
RET0003768,ORD0071532,P01990,2025-02-23,1,Customer Changed Mind,Approved
RET0003769,ORD0109571,P01298,2026-07-24,2,Incorrect Size,Approved
RET0003770,ORD0008742,P01329,2025-10-02,1,Quality Issue,Pending
RET0003771,ORD0001665,P00434,2026-04-10,1,Damaged,Approved
RET0003772,ORD0041067,P01216,2024-02-26,1,Damaged,Approved
RET0003773,ORD0072473,P00253,2026-03-10,1,Damaged,Approved
RET0003774,ORD0053141,P01601,2025-11-18,3,Incorrect Size,Approved
RET0003775,ORD0021015,P00035,2026-03-29,1,Quality Issue,Approved
RET0003776,ORD0092384,P00623,2025-12-20,2,Customer Changed Mind,Approved
RET0003777,ORD0063023,P00591,2024-02-14,22,Wrong Product,Approved
RET0003778,ORD0097548,P00180,2026-07-20,3,Incorrect Size,Processed
RET0003779,ORD0061349,P01393,2026-02-07,1,Wrong Product,Approved
RET0003780,ORD0013309,P00024,2024-06-10,1,Quality Issue,Approved
RET0003781,ORD0019302,P00931,2026-04-27,2,Quality Issue,Processed
RET0003782,ORD0062269,P00648,2025-12-29,1,Wrong Product,Approved
RET0003783,ORD0040344,P00868,2025-07-25,1,Late Delivery,Approved
RET0003784,ORD0057791,P00132,2026-03-03,1,Wrong Product,Pending
RET0003785,ORD0117288,P00442,2025-06-01,2,Customer Changed Mind,Processed
RET0003786,ORD0119506,P00374,2024-11-08,2,Incorrect Size,Processed
RET0003787,ORD0084291,P01633,2026-03-01,1,Quality Issue,Processed
RET0003788,ORD0049171,P00443,2025-11-29,1,Incorrect Size,Pending
RET0003789,ORD0083914,P01801,2025-03-14,1,Late Delivery,Approved
RET0003790,ORD0017897,P01289,2026-05-20,1,Wrong Product,Approved
RET0003791,ORD0071699,P01675,2024-08-25,1,Quality Issue,Processed
RET0003792,ORD0026756,P00252,2026-01-29,3,Late Delivery,Approved
RET0003793,ORD0110649,P00119,2026-05-31,1,Wrong Product,Processed
RET0003794,ORD0107032,P00642,2025-01-11,1,Customer Changed Mind,Approved
RET0003795,ORD0095369,P00096,2026-06-20,1,Quality Issue,Approved
RET0003796,ORD0035110,P00918,2025-08-25,1,Quality Issue,Processed
RET0003797,ORD0015544,P00016,2025-06-17,1,Wrong Product,Processed
RET0003798,ORD0040637,P00487,2025-06-03,1,Incorrect Size,Processed
RET0003799,ORD0088279,P00656,2026-06-30,1,Customer Changed Mind,Approved
RET0003800,ORD0080121,P00734,2025-11-26,1,Wrong Product,Approved
RET0003801,ORD0028202,P00301,2024-05-27,3,Wrong Product,Processed
RET0003802,ORD0112539,P01832,2024-07-23,1,Quality Issue,Approved
RET0003803,ORD0014723,P00726,2025-11-02,3,Customer Changed Mind,Processed
RET0003804,ORD0065390,P01773,2026-07-25,1,Customer Changed Mind,Processed
RET0003805,ORD0058497,P01467,2026-01-27,1,Wrong Product,Approved
RET0003806,ORD0066695,P00373,2026-06-18,1,Quality Issue,Approved
RET0003807,ORD0004610,P00438,2026-06-29,1,Quality Issue,Processed
RET0003808,ORD0087567,P00373,2026-06-30,1,Customer Changed Mind,Approved
RET0003809,ORD0040489,P00746,2025-03-11,1,Incorrect Size,Approved
RET0003810,ORD0050748,P01211,2026-04-30,1,Damaged,Pending
RET0003811,ORD0106286,P00373,2026-03-08,3,Damaged,Approved
RET0003812,ORD0004992,P01753,2026-03-18,1,Quality Issue,Processed
RET0003813,ORD0025311,P00461,2026-06-14,1,Quality Issue,Approved
RET0003814,ORD0031425,P01371,2025-12-06,1,Wrong Product,Approved
RET0003815,ORD0067573,P00973,2024-08-28,2,Late Delivery,Processed
RET0003816,ORD0006657,P00965,2025-08-01,1,Customer Changed Mind,Approved
RET0003817,ORD0100708,P00480,2025-06-23,1,Late Delivery,Processed
RET0003818,ORD0012009,P00235,2025-12-15,2,Quality Issue,Approved
RET0003819,ORD0042663,P00212,2025-11-17,1,Incorrect Size,Processed
RET0003820,ORD0077155,P01024,2026-05-23,1,Customer Changed Mind,Processed
RET0003821,ORD0055187,P00866,2025-12-13,1,Quality Issue,Processed
RET0003822,ORD0054460,P00058,2025-12-13,1,Late Delivery,Approved
RET0003823,ORD0084675,P01510,2024-09-15,1,Customer Changed Mind,Approved
RET0003824,ORD0035912,P00351,2026-06-29,2,Wrong Product,Approved
RET0003825,ORD0041233,P00695,2026-05-06,1,Incorrect Size,Pending
RET0003826,ORD0047334,P01959,2026-04-24,1,Wrong Product,Processed
RET0003827,ORD0041957,P01762,2024-03-13,1,Quality Issue,Processed
RET0003828,ORD0059878,P00418,2023-01-01,1,Damaged,Approved
RET0003829,ORD0031138,P01335,2026-06-12,1,Quality Issue,Approved
RET0003830,ORD0044033,P00968,2026-06-12,1,Wrong Product,Approved
RET0003831,ORD0079706,P01028,2025-02-05,1,Incorrect Size,Approved
RET0003832,ORD0059930,P00545,2025-08-06,1,Quality Issue,Approved
RET0003833,ORD0021418,P00768,2026-01-13,3,Damaged,Approved
RET0003834,ORD0054694,P00785,2024-08-13,1,Quality Issue,Approved
RET0003835,ORD0080321,P00342,2024-09-08,1,Quality Issue,Processed
RET0003836,ORD0084404,P00133,2026-03-17,1,Customer Changed Mind,Approved
RET0003837,ORD0023674,P00468,2026-06-26,1,Wrong Product,Approved
RET0003838,ORD0066542,P01152,2025-03-04,1,Quality Issue,Processed
RET0003839,ORD0046288,P00552,2025-10-02,1,Quality Issue,Processed
RET0003840,ORD0047670,P00880,2026-03-20,1,Customer Changed Mind,Approved
RET0003841,ORD0003663,P00566,2026-04-09,1,Incorrect Size,Processed
RET0003842,ORD0023626,P01374,2026-04-12,1,Wrong Product,Processed
RET0003843,ORD0035671,P01523,2024-12-08,1,Damaged,Processed
RET0003844,ORD0083515,P01425,2026-05-23,1,Quality Issue,Rejected
RET0003845,ORD0022023,P00676,2026-05-01,2,Damaged,Approved
RET0003846,ORD0026824,P00071,2025-12-30,1,Wrong Product,Processed
RET0003847,ORD0115368,P01629,2025-05-17,2,Late Delivery,Approved
RET0003848,ORD0107705,P00939,2024-08-16,1,Wrong Product,Approved
RET0003849,ORD0062745,P00337,2026-03-04,1,Wrong Product,Approved
RET0003850,ORD0038925,P01673,2026-03-14,3,Quality Issue,Approved
RET0003851,ORD0046068,P01049,2025-02-18,3,Late Delivery,Approved
RET0003852,ORD0101899,P01304,2025-02-07,1,Incorrect Size,Processed
RET0003853,ORD0101058,P00575,2026-02-09,1,Quality Issue,Approved
RET0003854,ORD0048898,P00190,2025-08-12,1,Customer Changed Mind,Approved
RET0003855,ORD0033052,P00788,2025-06-02,1,Wrong Product,Approved
RET0003856,ORD0015324,P01578,2024-04-02,2,Quality Issue,Approved
RET0003857,ORD0053023,P01673,2025-12-05,1,Wrong Product,Approved
RET0003858,ORD0019359,P01143,2026-01-07,1,Wrong Product,Approved
RET0003859,ORD0101524,P01825,2026-05-06,1,Incorrect Size,Processed
RET0003860,ORD0085798,P01614,2025-09-08,2,Quality Issue,Pending
RET0003861,ORD0059655,P01427,2026-06-25,1,Quality Issue,Approved
RET0003862,ORD0104032,P00998,2024-09-26,1,Damaged,Approved
RET0003863,ORD0030595,P01828,2025-09-09,1,Damaged,Rejected
RET0003864,ORD0115076,P01452,2024-10-15,1,Customer Changed Mind,Processed
RET0003865,ORD0114746,P00080,2025-09-06,1,Quality Issue,Pending
RET0003866,ORD0116628,P01744,2026-01-19,1,Customer Changed Mind,Processed
RET0003867,ORD0059411,P01003,2025-06-01,1,Damaged,Processed
RET0003868,ORD0086307,P00362,2025-06-23,2,Wrong Product,Approved
RET0003869,ORD0109900,P00527,2025-08-02,1,Quality Issue,Approved
RET0003870,ORD0000995,P00604,2026-05-19,1,Quality Issue,Processed
RET0003871,ORD0050091,P00230,2025-06-17,1,Damaged,Processed
RET0003872,ORD0064774,P01816,2025-08-06,1,Damaged,Processed
RET0003873,ORD0010775,P00755,2024-06-22,1,Wrong Product,Pending
RET0003874,ORD0005475,P00086,2025-11-09,1,Damaged,Approved
RET0003875,ORD0059603,P00385,2025-09-17,1,Late Delivery,Approved
RET0003876,ORD0093234,P00266,2025-11-17,2,Damaged,Rejected
RET0003877,ORD0031429,P00838,2026-03-17,1,Quality Issue,Rejected
RET0003878,ORD0116438,P01365,2025-08-04,1,Quality Issue,Processed
RET0003879,ORD0111729,P00468,2025-12-15,2,Incorrect Size,Processed
RET0003880,ORD0085800,P00733,2025-09-27,1,Incorrect Size,Pending
RET0003881,ORD0006187,P00970,2025-11-30,1,Wrong Product,Approved
RET0003882,ORD0024557,P00310,2024-06-06,1,Damaged,Approved
RET0003883,ORD0015567,P01207,2025-11-17,1,Customer Changed Mind,Approved
RET0003884,ORD0002186,P01670,2024-07-07,1,Quality Issue,Approved
RET0003885,ORD0056198,P00402,2025-11-01,1,Damaged,Processed
RET0003886,ORD0034453,P01667,2024-02-09,1,Customer Changed Mind,Approved
RET0003887,ORD0119726,P01836,2026-02-28,1,Wrong Product,Processed
RET0003888,ORD0017930,P00870,2025-12-03,1,Wrong Product,Approved
RET0003889,ORD0056788,P00586,2026-06-10,1,Quality Issue,Processed
RET0003890,ORD0000383,P00389,2025-12-09,1,Quality Issue,Approved
RET0003891,ORD0038327,P00088,2025-07-12,1,Late Delivery,Processed
RET0003892,ORD0060593,P01645,2026-05-10,2,Incorrect Size,Approved
RET0003893,ORD0099623,P00553,2026-08-04,1,Damaged,Approved
RET0003894,ORD0012237,P01742,2025-11-07,1,Damaged,Approved
RET0003895,ORD0053554,P00015,2026-07-17,1,Customer Changed Mind,Processed
RET0003896,ORD0009261,P01666,2026-06-17,1,Quality Issue,Processed
RET0003897,ORD0001901,P01073,2025-08-01,1,Quality Issue,Pending
RET0003898,ORD0022448,P00916,2026-03-18,1,Damaged,Rejected
RET0003899,ORD0118857,P00830,2025-04-26,2,Incorrect Size,Approved
